customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
ZM45168,Oregon,2398.354197,No,Basic,College,2011-02-14,Disabled,M,14321.0,Suburban,Single,65,20,72,0,1,Personal Auto,Personal L2,Offer1,Branch,423.823547,Four-Door Car,Medium,A,Feb
SH93005,California,6005.847375,Yes,Extended,College,2011-02-23,Retired,M,13528.0,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medium,A,Feb
QK24293,California,6265.343299,No,Extended,Doctor,2011-01-13,Unemployed,F,0.0,Suburban,Married,84,18,25,1,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medium,A,Jan
CJ72056,California,8013.895125,No,Basic,Bachelor,2011-01-17,Employed,M,65636.0,Suburban,Married,67,15,72,0,2,Personal Auto,Personal L2,Offer2,Call Center,321.6,Four-Door Car,Medium,A,Jan
ZY20779,Washington,4979.079933,No,Basic,High School or Below,2011-01-29,Unemployed,M,0.0,Suburban,Single,71,17,57,0,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medium,A,Jan
BP28492,Arizona,4834.710493,Yes,Basic,College,2011-01-31,Employed,F,38713.0,Suburban,Divorced,66,31,69,4,6,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medium,A,Jan
AN67558,Nevada,3288.209809,No,Basic,College,2011-01-16,Unemployed,M,0.0,Suburban,Single,102,16,1,1,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,SUV,Large,A,Jan
ZJ90079,Arizona,5525.470004,No,Basic,College,2011-02-01,Employed,F,64816.0,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,A,Feb
GS85403,Washington,9031.214859,Yes,Extended,Master,2011-02-23,Unemployed,F,0.0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Luxury,Medium,A,Feb
SK95364,California,4620.390087,No,Extended,College,2011-02-26,Unemployed,F,0.0,Suburban,Single,130,11,0,0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medium,A,Feb
UI80897,Washington,5552.596353,No,Basic,High School or Below,2011-02-27,Employed,M,50470.0,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large,A,Feb
OJ65428,Nevada,3842.028065,No,Premium,College,2011-01-19,Disabled,M,27906.0,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medium,A,Jan
WP64059,California,5093.379714,No,Basic,Bachelor,2011-01-06,Employed,F,91814.0,Urban,Married,63,30,99,0,3,Personal Auto,Personal L1,Offer3,Call Center,167.037619,Two-Door Car,Medium,A,Jan
IP52990,Oregon,16794.31422,No,Basic,High School or Below,2011-02-24,Employed,F,38399.0,Urban,Married,106,12,6,0,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medium,A,Feb
VF36700,Oregon,24278.10167,No,Extended,Master,2011-02-26,Retired,F,20983.0,Urban,Single,97,10,52,1,2,Personal Auto,Personal L2,Offer1,Branch,451.751555,Four-Door Car,Medium,A,Feb
NR16284,California,7462.926263,Yes,Extended,College,2011-01-28,Employed,F,70263.0,Rural,Married,93,30,66,0,5,Personal Auto,Personal L3,Offer2,Call Center,7.345946,Two-Door Car,Small,A,Jan
AB13432,California,3735.838129,No,Basic,Bachelor,2011-01-04,Unemployed,M,0.0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medium,A,Jan
XX53620,Oregon,2891.272351,No,Basic,Bachelor,2011-02-02,Employed,F,80590.0,Rural,Married,71,4,19,0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.158389,Four-Door Car,Small,A,Feb
AZ38648,Washington,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514.0,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medium,A,Jan
HB24005,California,2347.048112,No,Basic,College,2011-02-02,Employed,M,31617.0,Urban,Single,62,17,29,1,1,Personal Auto,Personal L1,Offer1,Agent,244.269407,Four-Door Car,Medium,A,Feb
AV76907,Oregon,4282.947971,Yes,Basic,College,2011-02-26,Employed,F,40864.0,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medium,A,Feb
ER97256,Arizona,5380.898636,Yes,Basic,College,2011-02-24,Employed,F,55350.0,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medium,A,Feb
CJ97736,Oregon,5828.1822,No,Basic,College,2011-02-16,Employed,F,31364.0,Suburban,Married,74,28,47,0,3,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small,A,Feb
AZ64856,California,5048.051359,No,Extended,High School or Below,2011-02-17,Employed,F,34452.0,Suburban,Married,126,2,51,0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A,Feb
SA88518,Oregon,7737.265103,No,Basic,College,2011-01-19,Employed,F,50296.0,Rural,Married,65,26,62,1,2,Personal Auto,Personal L2,Offer1,Call Center,46.804,Two-Door Car,Medium,A,Jan
ED61615,California,7950.178237,No,Basic,High School or Below,2011-01-21,Employed,M,26189.0,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,A,Jan
JG35886,California,4111.888285,No,Premium,College,2011-01-21,Employed,F,65085.0,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medium,A,Jan
MW48891,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0.0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Luxury,Medium,A,Jan
DB26077,Arizona,4873.436612,No,Extended,High School or Below,2011-01-05,Retired,F,18866.0,Suburban,Married,126,4,62,0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medium,A,Jan
RL31641,Oregon,2252.416825,No,Basic,College,2011-01-29,Unemployed,F,0.0,Suburban,Single,65,13,84,0,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medium,A,Jan
KX55910,Oregon,4957.033603,No,Basic,College,2011-01-15,Employed,F,62803.0,Suburban,Married,62,16,12,0,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,A,Jan
PJ86059,Oregon,2655.864573,No,Basic,High School or Below,2011-01-04,Employed,F,83460.0,Suburban,Divorced,66,20,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medium,A,Jan
QB47024,Washington,5898.733666,No,Extended,Bachelor,2011-02-17,Employed,F,53998.0,Suburban,Divorced,78,5,38,5,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medium,A,Feb
LG64797,California,17723.76398,No,Extended,College,2011-02-18,Employed,F,25771.0,Suburban,Married,222,21,58,0,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury,Medium,A,Feb
TP34946,California,5108.038755,No,Basic,College,2011-01-09,Disabled,M,26784.0,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,Four-Door Car,Medium,A,Jan
OO63074,California,4517.908834,No,Basic,Bachelor,2011-02-09,Medical Leave,F,25261.0,Suburban,Married,118,31,9,0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medium,A,Feb
JL70559,Arizona,5310.861767,No,Basic,College,2011-02-02,Unemployed,F,0.0,Suburban,Married,72,17,11,1,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A,Feb
TW73441,Nevada,2773.455358,No,Basic,High School or Below,2011-01-26,Employed,F,73478.0,Urban,Married,68,2,38,0,1,Personal Auto,Personal L2,Offer2,Call Center,241.88878,Four-Door Car,Medium,A,Jan
PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0.0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medium,A,Feb
FV22585,California,6960.920371,No,Extended,College,2011-02-04,Employed,M,74487.0,Rural,Divorced,88,8,86,0,3,Personal Auto,Personal L1,Offer1,Call Center,16.711329,Four-Door Car,Medium,A,Feb
AU23837,California,5010.37931,No,Basic,Bachelor,2011-01-19,Employed,F,64014.0,Urban,Single,63,15,27,0,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,Four-Door Car,Large,A,Jan
YN39714,Oregon,8488.561363,No,Basic,High School or Below,2011-01-04,Employed,F,80213.0,Suburban,Married,70,12,17,0,2,Personal Auto,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medium,A,Jan
HX74855,Washington,2471.528431,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697.0,Rural,Married,61,16,55,0,1,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medium,A,Jan
ME44353,Oregon,5876.054314,No,Basic,College,2011-02-09,Employed,F,32848.0,Urban,Married,74,15,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medium,A,Feb
CV40610,California,12313.16484,No,Premium,College,2011-01-17,Unemployed,M,0.0,Suburban,Single,116,7,57,0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medium,A,Jan
MV69686,Oregon,3982.180708,No,Extended,Doctor,2011-01-03,Employed,F,38500.0,Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,A,Jan
IB67546,California,8237.037945,No,Basic,Bachelor,2011-01-17,Medical Leave,F,23940.0,Suburban,Married,107,13,34,0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A,Jan
AV93209,California,12487.58095,No,Premium,High School or Below,2011-01-11,Employed,F,31283.0,Suburban,Married,104,15,3,0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medium,A,Jan
OZ41737,Oregon,5366.779081,No,Basic,Doctor,2011-02-22,Unemployed,F,0.0,Urban,Married,70,5,29,0,4,Personal Auto,Personal L2,Offer1,Agent,223.174067,Four-Door Car,Large,A,Feb
QQ39596,Arizona,2517.533581,No,Basic,College,2011-02-26,Unemployed,F,0.0,Rural,Married,69,15,71,0,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medium,A,Feb
DQ19343,California,5583.068307,No,Basic,High School or Below,2011-02-22,Employed,F,57925.0,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,Medium,A,Feb
IG89777,California,7356.559341,No,Extended,High School or Below,2011-01-09,Employed,M,81145.0,Urban,Married,92,34,92,0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,A,Jan
SH48087,California,10144.3094,No,Extended,College,2011-01-29,Medical Leave,F,27231.0,Suburban,Married,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medium,A,Jan
FL82372,Oregon,8672.194272,No,Basic,College,2011-01-26,Employed,F,22547.0,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medium,A,Jan
WJ57919,California,2674.730716,Yes,Basic,College,2011-02-15,Employed,M,56342.0,Suburban,Single,69,12,89,0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,A,Feb
CI60365,California,34611.37896,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090.0,Suburban,Married,109,10,59,0,2,Special Auto,Special L3,Offer2,Agent,523.2,Luxury,Medium,A,Jan
DR84620,California,8071.334962,No,Basic,Bachelor,2011-02-07,Employed,M,72149.0,Rural,Married,101,18,43,0,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,Medium,A,Feb
BG42047,Nevada,2511.944048,No,Basic,College,2011-01-15,Medical Leave,M,17658.0,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Medium,A,Jan
AF41118,California,7255.714453,No,Extended,College,2011-01-05,Medical Leave,M,10710.0,Suburban,Married,94,12,33,0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,A,Jan
QQ25666,Arizona,14510.7505,No,Basic,High School or Below,2011-01-25,Employed,M,60120.0,Urban,Married,182,30,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury,Medium,A,Jan
OK31456,California,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643.0,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury,Medium,A,Jan
VZ18907,California,21991.61598,No,Basic,College,2011-01-12,Employed,F,80807.0,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,A,Jan
YU79270,Arizona,4633.336334,No,Basic,College,2011-01-15,Medical Leave,M,27132.0,Suburban,Single,63,32,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medium,A,Jan
WK18603,California,5272.518472,No,Basic,Doctor,2011-02-18,Employed,M,85607.0,Rural,Single,66,26,1,0,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medium,A,Feb
JK90180,Arizona,4340.086445,No,Basic,College,2011-01-06,Unemployed,M,0.0,Suburban,Single,62,22,39,0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medium,A,Jan
KC22636,California,5488.931031,No,Basic,High School or Below,2011-02-17,Employed,F,33881.0,Rural,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,A,Feb
SO43919,California,14228.23432,No,Extended,Bachelor,2011-01-16,Employed,M,31650.0,Suburban,Married,121,25,17,0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medium,A,Jan
NE29938,California,12840.43291,No,Extended,College,2011-02-03,Unemployed,F,0.0,Suburban,Single,90,1,94,0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,A,Feb
WW30771,Arizona,2673.319593,No,Basic,Master,2011-02-13,Employed,M,28728.0,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A,Feb
BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2011-02-22,Employed,F,68931.0,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medium,A,Feb
LN50325,Arizona,10064.60828,No,Extended,High School or Below,2011-02-03,Employed,F,20440.0,Suburban,Married,128,11,54,2,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Luxury,Medium,A,Feb
TL43709,Washington,8972.140307,No,Basic,Bachelor,2011-01-27,Employed,M,89689.0,Rural,Divorced,74,15,4,0,2,Personal Auto,Personal L3,Offer1,Branch,136.829537,Four-Door Car,Large,A,Jan
VQ65197,California,8197.197078,No,Basic,College,2011-01-06,Unemployed,F,0.0,Suburban,Married,110,27,87,0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medium,A,Jan
VQ97965,Oregon,3514.212939,No,Extended,Bachelor,2011-02-23,Employed,F,73643.0,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medium,A,Feb
SZ70655,California,4293.009593,No,Basic,College,2011-01-31,Unemployed,F,0.0,Suburban,Single,61,18,15,0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A,Jan
QP69826,Arizona,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0.0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medium,A,Jan
YZ19736,Arizona,2580.849899,Yes,Basic,College,2011-02-09,Employed,M,46900.0,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medium,A,Feb
CP92616,Nevada,46805.22306,No,Extended,High School or Below,2011-02-25,Employed,M,83006.0,Urban,Married,235,8,61,1,2,Personal Auto,Personal L1,Offer3,Agent,1065.049894,Luxury,Small,A,Feb
NX37589,Washington,2666.976685,No,Basic,Bachelor,2011-02-08,Employed,F,79251.0,Suburban,Married,67,10,32,1,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medium,A,Feb
UT21323,California,13057.01188,No,Basic,College,2011-02-13,Unemployed,M,0.0,Suburban,Single,190,9,67,0,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury,Small,A,Feb
CM78608,California,5823.162917,No,Basic,High School or Below,2011-01-31,Employed,F,88359.0,Rural,Divorced,73,1,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medium,A,Jan
GU41198,California,9536.338382,No,Extended,Bachelor,2011-01-07,Employed,F,62421.0,Suburban,Divorced,80,22,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medium,A,Jan
YB42706,Nevada,8107.26533,No,Extended,College,2011-01-23,Unemployed,M,0.0,Suburban,Married,76,0,91,0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,A,Jan
UX91266,California,3484.141641,No,Extended,Bachelor,2011-01-10,Employed,M,34307.0,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medium,A,Jan
WO53546,Oregon,34039.05613,No,Basic,College,2011-01-28,Unemployed,M,0.0,Suburban,Divorced,104,26,66,0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Luxury,Medium,A,Jan
ZX85480,Washington,7995.441263,No,Basic,High School or Below,2011-01-02,Employed,F,66685.0,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large,A,Jan
NS57426,Arizona,11611.94584,No,Extended,Bachelor,2011-02-11,Employed,M,28915.0,Suburban,Single,76,10,49,0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medium,A,Feb
QJ22057,Nevada,4454.104455,No,Basic,College,2011-02-22,Unemployed,F,0.0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,A,Feb
FZ79470,Arizona,5395.346288,No,Basic,Bachelor,2011-02-24,Unemployed,F,0.0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medium,A,Feb
EM29019,Arizona,8447.888167,No,Basic,Bachelor,2011-02-18,Employed,F,61337.0,Rural,Married,105,35,46,0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medium,A,Feb
VE64781,Arizona,2927.07045,No,Basic,Bachelor,2011-02-14,Employed,F,75685.0,Suburban,Married,73,35,47,0,1,Personal Auto,Personal L3,Offer2,Agent,369.918482,Four-Door Car,Small,A,Feb
ZS94723,Arizona,2960.029328,No,Extended,High School or Below,2011-02-05,Unemployed,F,0.0,Suburban,Single,82,0,28,0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medium,A,Feb
UB51030,Washington,6582.450781,No,Basic,High School or Below,2011-02-15,Unemployed,F,0.0,Suburban,Single,62,3,44,0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medium,A,Feb
IN65727,Washington,2693.530229,No,Basic,Master,2011-01-15,Employed,F,63684.0,Suburban,Single,68,15,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medium,A,Jan
IE36279,California,2844.849804,No,Basic,Bachelor,2011-02-06,Employed,M,80306.0,Suburban,Divorced,71,11,12,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medium,A,Feb
KL65897,California,6331.338496,No,Extended,Bachelor,2011-02-21,Unemployed,F,0.0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,Four-Door Car,Medium,A,Feb
BT20606,Arizona,5837.528088,No,Basic,Doctor,2011-01-10,Employed,M,83308.0,Suburban,Married,73,15,81,0,7,Personal Auto,Personal L2,Offer3,Agent,419.471438,Four-Door Car,Medium,A,Jan
VK57280,California,4727.354548,No,Basic,Bachelor,2011-01-03,Unemployed,M,0.0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medium,A,Jan
BW80872,Washington,4434.411172,No,Premium,High School or Below,2011-01-13,Employed,M,34549.0,Rural,Married,111,8,78,0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medium,A,Jan
XQ51968,California,5568.947534,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0.0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medium,A,Jan
EP29567,Washington,7031.463693,No,Extended,Master,2011-01-24,Retired,M,16224.0,Suburban,Married,93,13,55,0,9,Corporate Auto,Corporate L1,Offer3,Web,498.452698,Four-Door Car,Medium,A,Jan
AX70794,California,2449.31771,No,Basic,High School or Below,2011-02-04,Employed,M,47122.0,Suburban,Single,62,6,77,0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medium,A,Feb
NJ46849,Arizona,2504.444752,No,Basic,College,2011-01-09,Unemployed,M,0.0,Suburban,Single,69,23,15,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medium,A,Jan
WH20102,California,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937.0,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medium,A,Jan
QO86948,Nevada,8071.65295,No,Basic,High School or Below,2011-02-18,Unemployed,M,0.0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,A,Feb
DN14211,Oregon,15032.9003,No,Basic,College,2011-01-17,Medical Leave,M,17150.0,Suburban,Married,65,28,19,0,2,Personal Auto,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medium,A,Jan
GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902.0,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medium,A,Jan
YJ16163,Oregon,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643.0,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury,Medium,A,Jan
QT27514,California,5318.89664,Yes,Basic,Bachelor,2011-01-12,Employed,F,25134.0,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,A,Jan
QF17381,Arizona,4733.507343,No,Basic,Bachelor,2011-01-06,Unemployed,F,0.0,Suburban,Married,62,5,41,0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.838216,Four-Door Car,Small,A,Jan
BL90769,California,33473.34946,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190.0,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medium,A,Jan
LH26563,Oregon,4550.856045,No,Premium,High School or Below,2011-02-08,Disabled,F,17913.0,Suburban,Married,116,0,39,0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small,A,Feb
WK24299,California,4772.943848,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993.0,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medium,A,Feb
MN74944,Arizona,6285.15476,No,Extended,College,2011-02-28,Employed,M,52210.0,Suburban,Married,80,6,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medium,A,Feb
LE65901,Oregon,4434.941371,No,Basic,Bachelor,2011-02-20,Employed,F,58082.0,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103.022126,SUV,Medium,A,Feb
